join_key,timestamp,value_pressure,value_speed,value_temperature
1,,3.1776372347312325,107.45071229516849,2.1780750602310794
2,,3.003383471758104,97.92603548243224,8.104169837929982
3,,3.28095066088423,109.71532807151038,7.314894610215113
4,,3.5412131210852,122.84544784612038,3.704068869279867
5,,2.819540438146432,96.48769937914996,9.544801503754956
6,,2.854732909722036,96.4879456457623,12.371459719496462
7,,3.51496666602891,123.68819223261087,17.062110282791565
8,,3.271333294818849,111.51152093729362,9.72173697042983
9,,2.9003614991239983,92.95788421097572,11.991963532516248
10,,3.4709865323281672,108.13840065378947,8.813930355790216
11,,2.9066459330117147,93.04873460781306,1.1012704627234855
12,,2.951126325143371,93.01405369644614,10.5660252531093
13,,3.1489088225492665,103.62943407349051,9.93820764235608
14,,2.478127226707125,71.30079633013304,25.186130929413125
15,,2.457303110674862,74.12623251230451,11.625571924863936
16,,2.8920312788671696,91.5656870613854,12.35116800552952
17,,2.634324646736668,84.80753319498365,11.345687831975418
18,,3.075328711239381,104.71370998892912,3.685238813009428
19,,2.6887636935173087,86.37963886718184,17.076150185856918
20,,2.5828588207503183,78.81544447997062,15.87812071543681
21,,3.6248673160103473,121.98473153382332,11.756686581832904
22,,2.782885894446699,96.61335549270196,5.7917271767561065
23,,3.0751592766363385,101.01292307031886,16.912679247648608
24,,2.443558274440791,78.62877720679815,5.1278669653587805
25,,2.7989306333792907,91.83425913212226,13.750859555789129
26,,3.1203928246703487,101.663838845648,20.78589424448509
27,,2.659844328300946,82.73509633866546,6.773808740480012
28,,3.0264898232693573,105.63547027518509,6.60496432446763
29,,2.762584096283561,90.99041965121792,11.399214860316414
30,,2.9668596949767907,95.62459375310084,7.920162354108918
31,,2.761058685793809,90.97440081655904,3.149242763013433
32,,3.5730001425192395,127.78417276763406,7.564397597266731
33,,2.999596579770925,99.797541628931,4.708727268476376
34,,2.6305586935047645,84.1343360656615,13.954528546609758
35,,3.418279000776983,112.33817368154784,4.169061460676201
36,,2.6844604267941343,81.68734525043467,19.58093750004423
37,,2.900647671568818,103.13295392507132,5.77043814581168
38,,2.4270153080176216,70.60494814180336,11.329197604791284
39,,2.548601268149,80.07720926652354,16.059865160195994
40,,3.127253037544435,102.95291853803684,3.550386564026538
41,,3.158138314924007,111.07699869993117,10.029599803027532
42,,3.042231569039639,102.57052421784957,16.278661349627185
43,,3.005704497601964,98.2652757641764,2.136056250776223
44,,2.978929306856823,95.48344456616068,11.374824836045454
45,,2.4604196903253093,77.82217014448858,13.51719695679326
46,,2.757286638614312,89.20233687407936,14.988880671478617
47,,2.823812743819187,93.09041843560318,4.506204602049271
48,,3.264870329259778,115.85683339328374,1.8120335952502435
49,,3.244321826093026,105.15427434352692,12.094280393731797
50,,2.5034864902680565,73.554397669559,14.12948359921003
51,,2.9963544744716346,104.86125954092192,10.766338297637189
52,,2.957904271639487,94.22376579375523,12.309864468109351
53,,2.966695895669223,89.84616999541062,7.615259392566484
54,,3.266100107496352,109.17514433261302,10.243754052543714
55,,3.1877502594724643,115.46499283743928,9.918863082749478
56,,3.24064530990556,113.969201786743,5.03132273119386
57,,2.849587634968138,87.41173715166042,20.587698840557746
58,,2.850622729995133,95.36181436223178,12.832983168335758
59,,3.1348845836727675,104.96895147105346,3.5465873668814103
60,,3.3546342624110546,114.6331769068354,11.81945035248561
61,,2.7820932909201668,92.81238643232064,5.845353005631328
62,,2.9395402785159104,97.21511535004274,14.213911483707983
63,,2.408798120592666,83.40497538990958,17.452480356046063
64,,2.559187001469056,82.05690063878994,7.690898344362452
65,,3.2235522946068067,112.18788733591298,13.598091912630313
66,,3.307049354014058,120.34360042856234,10.029544591826255
67,,3.108989867840431,98.919848176295,14.21831598234295
68,,3.1866485591307567,115.05299346838036,17.9786655664317
69,,3.073287248578532,105.42454037571451,8.230605382414195
70,,2.8169233198013504,90.32320368092314,7.198998810120238
71,,3.223720544777813,105.4209340826262,5.0103344436097625
72,,3.346541997845436,123.07054849698956,3.613893725473853
73,,3.082305288439412,99.46260941335072,9.668230511594404
74,,3.470211741625769,123.4696548372101,9.358794390362208
75,,2.135555776689241,60.70382343865384,15.313071652784712
76,,3.2835390292536286,112.32853756562837,12.903062488617284
77,,3.042038896117329,101.30570602357255,9.934438857032276
78,,2.8622804446875363,95.514889743012,17.716181411485387
79,,3.033112399759852,101.37641164803252,8.539074669006965
80,,2.372904237870792,70.18646628098661,26.58219920484943
81,,2.943179821268846,96.70492168243732,13.457844570581296
82,,3.1601042254152074,105.3566885726762,5.178543360650967
83,,3.570249558714083,122.16841067112274,2.4286964425821638
84,,2.7454936946117576,92.22594672589528,13.189767403626398
85,,2.9280945891045453,87.87259595660218,10.095426477710529
86,,2.693305862962839,92.47364434623196,14.322638035837263
87,,3.262477827707776,113.73103176553111,10.993084946314612
88,,3.145690709416672,104.93126664489526,9.142728772226109
89,,2.8635512882886904,92.0535969434944,6.560671715308533
90,,3.104164268348359,107.69901149670034,1.6558627269006436
91,,3.01247348477583,101.4561632402206,7.621808915642833
92,,3.2511534223871603,114.52967485799334,12.829026485818028
93,,2.742234891281257,89.46920359183972,12.123548361467048
94,,2.9696695237823514,95.08506780103347,4.262799326336712
95,,2.910928792937556,94.11837770301764,11.454066858954146
96,,2.505512747939512,78.04727577801822,14.12185932084236
97,,3.160804073154033,104.44180415596864,5.13653240339747
98,,3.1029005433240955,103.91582908269834,10.377042621457806
99,,3.0665630064998552,100.07670184963692,10.283373407266309
100,,2.979994167341345,96.4811929993728,4.6370292109096045
