join_key,timestamp,value_pressure,value_speed,value_temperature
1,2025-01-01,1.0291341728297814,92.59622934267192,11.42080408722429
2,2025-01-02,0.8795482146276863,103.90026502814956,7.269119367717154
3,2025-01-03,1.0187815377964005,102.54698346510966,10.79051806490302
4,2025-01-04,0.953415619321446,91.60238841226364,16.586386826014028
5,2025-01-05,1.1021128965535374,96.14345875440108,18.53978009890954
6,2025-01-06,1.0425676048688168,109.05721967354891,22.72804061096808
7,2025-01-07,1.1088898751746403,96.1857441428048,18.859667709932943
8,2025-01-08,1.1082449526029885,96.72839382708588,22.641150293879534
9,2025-01-09,1.0208489116056063,111.3596001470214,14.335951104612557
10,2025-01-10,1.0174033229821255,84.55485825804557,22.63354062880468
11,2025-01-11,0.9588608393305436,100.54685045344418,10.47817225386387
12,2025-01-12,0.9079666143233204,94.28093694608638,24.731257201276115
13,2025-01-13,1.1219256694236248,107.411310531061,26.69366864000001
14,2025-01-14,1.0755778237576386,93.6243164399096,13.178939430155255
15,2025-01-15,0.837148609439219,118.66492205560884,27.637378700855905
16,2025-01-16,1.1504012577434843,95.40842871373388,23.288028879276848
17,2025-01-17,0.9575459224093548,99.310445227816,13.819262490412084
18,2025-01-18,0.9739635594019842,91.19087775374224,21.46529080004729
19,2025-01-19,1.021292159404807,90.87455583043337,16.272322657308116
20,2025-01-20,1.0482798589782971,104.5140909580674,20.517055798533686
21,2025-01-21,0.9160775162813248,87.02594493198596,20.115260268966207
22,2025-01-22,0.9940743321949989,101.1473812797988,22.227350518008706
23,2025-01-23,0.9187178337984075,104.20843793201004,26.59213629374884
24,2025-01-24,1.1106721234268904,106.52695735144026,16.534438957437835
25,2025-01-25,1.0182950577284418,96.81694108063192,20.231479811580183
26,2025-01-26,0.8917403457823426,94.70420782048264,20.4811205914142
27,2025-01-27,1.053852403956201,107.36365010184146,20.17697476143513
28,2025-01-28,1.0642257793554923,107.351242097624,28.04390300193837
29,2025-01-29,1.1281726829623773,120.50772250591604,19.081982567714185
30,2025-01-30,0.9415882366466586,107.89496198512518,26.245831566660005
